ATR_PCT,Action,Cash,Combined_Momentum,Date,Market_Regime,Portfolio_Value,Position,Position_Pct,QQQ_Price,Reason,SMA_200,SMA_50,SQQQ_Price,SQQQ_Shares,Slope_200,Slope_50,Stop_Loss,TQQQ_Price,TQQQ_Shares,Ticker,Trailing_Stop,Volume_Ratio,Daily_Return,Drawdown
1.116054144343126,HOLD,10000.0,1.624536453446814,2021-11-01,choppy,10000.0,CASH,0.0,387.43,Rule 2: High Volatility - Stay in Cash,346.2985,372.07799999999975,841.25,0,0.5025001665133086,0.4767323607136551,,39.1725,0,N/A,,0.7925405109127694,0.0,0.0
1.0974535039565247,HOLD,10000.0,1.6810977109731904,2021-11-02,bull,10000.0,CASH,0.0,389.05,Rule 2: High Volatility - Stay in Cash,346.6617,372.39439999999973,828.75,0,0.5135397302129551,0.5071314174795644,,39.695,0,N/A,,0.6664763202913275,0.0,0.0
1.0546787004134786,HOLD,10000.0,1.804648569296229,2021-11-03,bull,10000.0,CASH,0.0,393.18,Rule 2: High Volatility - Stay in Cash,347.0087499999999,372.7705999999998,802.5,0,0.517871235798375,0.531228627338489,,40.955,0,N/A,,0.9230892271264916,0.0,0.0
1.105724043421798,HOLD,10000.0,1.9436437595077765,2021-11-04,bull,10000.0,CASH,0.0,398.22,Rule 2: High Volatility - Stay in Cash,347.3680499999999,373.2389999999998,773.75,0,0.5226850128276244,0.5381948653300971,,42.4825,0,N/A,,1.1000390454166058,0.0,0.0
1.0679341982653567,HOLD,10000.0,1.9555881245248181,2021-11-05,bull,10000.0,CASH,0.0,398.6,Rule 2: High Volatility - Stay in Cash,347.73395,373.7625999999998,771.25,0,0.5241953609881254,0.5592384929133493,,42.64,0,N/A,,1.1827127781562978,0.0,0.0
1.0577192239504452,HOLD,10000.0,1.9330780418111138,2021-11-08,bull,10000.0,CASH,0.0,398.06,Rule 2: High Volatility - Stay in Cash,348.08369999999996,374.2029999999998,773.75,0,0.5155090189532946,0.5711168088411727,,42.465,0,N/A,,0.8036982635349426,0.0,0.0
1.1110348216995987,HOLD,10000.0,1.8380262209738194,2021-11-09,bull,10000.0,CASH,0.0,395.32,Rule 2: High Volatility - Stay in Cash,348.41735,374.50419999999986,788.75,0,0.5064447557950598,0.5665498729304528,,41.59,0,N/A,,1.3745951753785828,0.0,0.0
1.2048104394899084,HOLD,10000.0,1.630058036992811,2021-11-10,bull,10000.0,CASH,0.0,389.51,Rule 2: High Volatility - Stay in Cash,348.76775000000004,374.6953999999998,825.0,0,0.5069036443605899,0.5163497335895068,,39.7675,0,N/A,,1.4660851950984688,0.0,0.0
1.1713963856875864,HOLD,10000.0,1.6051347590378606,2021-11-11,choppy,10000.0,CASH,0.0,390.59,Rule 2: High Volatility - Stay in Cash,349.11409999999995,374.8955999999998,816.25,0,0.5026512944987387,0.44384429279897597,,40.09,0,N/A,,0.873494685002472,0.0,0.0
1.1557602519092258,HOLD,10000.0,1.6742285637679075,2021-11-12,choppy,10000.0,CASH,0.0,394.7,Rule 2: High Volatility - Stay in Cash,349.5148,375.1815999999997,790.0,0,0.5121300350454671,0.3796527528436303,,41.3625,0,N/A,,0.9481929434778823,0.0,0.0
1.1440771539349879,HOLD,10000.0,1.631751603664185,2021-11-15,choppy,10000.0,CASH,0.0,394.61,Rule 2: High Volatility - Stay in Cash,349.87575,375.44239999999974,791.25,0,0.5148330703218845,0.3312105995943199,,41.35,0,N/A,,0.9215196503463831,0.0,0.0
1.1403013724235602,HOLD,10000.0,1.7025455694693323,2021-11-16,choppy,10000.0,CASH,0.0,397.42,Rule 2: High Volatility - Stay in Cash,350.22445,375.7485999999997,773.75,0,0.5186595902873354,0.3322793175616912,,42.205,0,N/A,,0.7630688761828494,0.0,0.0
1.114542952709087,HOLD,10000.0,1.7205966519056568,2021-11-17,choppy,10000.0,CASH,0.0,397.63,Rule 2: High Volatility - Stay in Cash,350.5807,376.0855999999998,773.75,0,0.5198158373301268,0.3710213682900815,,42.255,0,N/A,,0.7887012663221497,0.0,0.0
1.089600853409192,HOLD,10000.0,1.8664042789263824,2021-11-18,choppy,10000.0,CASH,0.0,401.75,Rule 2: High Volatility - Stay in Cash,350.93825,376.5311999999997,748.75,0,0.5225082573290599,0.4362814607586632,,43.5475,0,N/A,,1.222314850753354,0.0,0.0
1.0908084712139274,HOLD,10000.0,1.9566306119364008,2021-11-19,bull,10000.0,CASH,0.0,403.99,Rule 2: High Volatility - Stay in Cash,351.3014,377.0791999999998,736.25,0,0.5111657646543212,0.5057817334325749,,44.285,0,N/A,,1.1939222502984792,0.0,0.0
1.2240098744230976,HOLD,10000.0,1.8411008519913872,2021-11-22,bull,10000.0,CASH,0.0,399.3,Rule 2: High Volatility - Stay in Cash,351.63,377.5385999999997,763.75,0,0.5013922799736801,0.5583279885276556,,42.75,0,N/A,,1.570071809716019,0.0,0.0
1.2687898043387629,HOLD,10000.0,1.7982428766838037,2021-11-23,bull,10000.0,CASH,0.0,397.48,Rule 2: High Volatility - Stay in Cash,351.94985,377.9829999999997,773.75,0,0.4926554956400206,0.5946529142091269,,42.1675,0,N/A,,1.7328556926988954,0.0,0.0
1.2734942607798463,HOLD,10000.0,1.8336010816415504,2021-11-24,bull,10000.0,CASH,0.0,398.76,Rule 2: High Volatility - Stay in Cash,352.2799,378.3971999999997,765.0,0,0.48468155834021076,0.61464730369893,,42.5575,0,N/A,,1.1590119198501634,0.0,0.0
1.3923203330411926,HOLD,10000.0,1.5732073397815731,2021-11-26,bull,10000.0,CASH,0.0,391.2,Rule 2: High Volatility - Stay in Cash,352.56299999999993,378.6549999999997,807.5,0,0.4629731868783038,0.564043563986188,,40.21,0,N/A,,1.2511505269025365,0.0,0.0
1.4933823713377876,HOLD,10000.0,1.7943114268747076,2021-11-29,bull,10000.0,CASH,0.0,399.69,Rule 2: High Volatility - Stay in Cash,352.87919999999997,379.17219999999963,756.25,0,0.4491300063136577,0.5550558079045061,,42.7075,0,N/A,,1.2949542278355424,0.0,0.0
1.5843822776177672,HOLD,10000.0,1.6314215455062229,2021-11-30,bull,10000.0,CASH,0.0,393.82,Rule 2: High Volatility - Stay in Cash,353.17060000000004,379.7345999999996,788.75,0,0.43813098996105004,0.5816623783634083,,40.8725,0,N/A,,1.8246684229687848,0.0,0.0
1.7226958049183723,HOLD,10000.0,1.424370902441917,2021-12-01,bull,10000.0,CASH,0.0,387.12,Rule 2: High Volatility - Stay in Cash,353.43655000000007,380.1539999999996,831.25,0,0.42241813712949206,0.5743644555442652,,38.775,0,N/A,,1.6593063440346985,0.0,0.0
1.7865771221930349,HOLD,10000.0,1.4890344776297972,2021-12-02,bull,10000.0,CASH,0.0,389.91,Rule 2: High Volatility - Stay in Cash,353.72375000000005,380.5607999999996,811.25,0,0.409858751521178,0.5717801294512386,,39.505,0,N/A,,1.6961502959440653,0.0,0.0
1.9733063376474242,HOLD,10000.0,1.2784526025901661,2021-12-03,bull,10000.0,CASH,0.0,383.13,Rule 2: High Volatility - Stay in Cash,353.9843000000001,380.7637999999996,852.5,0,0.4031336243451934,0.5569185670332938,,37.52,0,N/A,,1.9868293119592804,0.0,0.0
2.0344677073315105,HOLD,10000.0,1.3139090452033697,2021-12-06,choppy,10000.0,CASH,0.0,386.2,Rule 2: High Volatility - Stay in Cash,354.30310000000003,381.02119999999957,832.5,0,0.40350918954703485,0.4876412353015159,,38.3975,0,N/A,,1.24624452461579,0.0,0.0
2.118449732656808,HOLD,10000.0,1.6351928107062832,2021-12-07,choppy,10000.0,CASH,0.0,397.83,Rule 2: High Volatility - Stay in Cash,354.6848500000001,381.5707999999997,756.25,0,0.428758792492937,0.48354824659119233,,41.86,0,N/A,,1.0078067274462206,0.0,0.0
2.1183153574735374,HOLD,10000.0,1.7416955535887393,2021-12-08,bull,10000.0,CASH,0.0,399.61,Rule 2: High Volatility - Stay in Cash,355.06225000000006,382.3655999999997,747.5,0,0.4599694061069786,0.5817642323900556,,42.4425,0,N/A,,0.7127087878390961,0.0,0.0
2.183514083255023,HOLD,10000.0,1.6174276308852904,2021-12-09,bull,10000.0,CASH,0.0,393.73,Rule 2: High Volatility - Stay in Cash,355.46675000000005,383.0545999999997,778.75,0,0.4927574130942564,0.6552960788394753,,40.61,0,N/A,,0.9126132913782745,0.0,0.0
2.184620271565323,HOLD,10000.0,1.832010630236403,2021-12-10,bull,10000.0,CASH,0.0,398.01,Rule 2: High Volatility - Stay in Cash,355.8861,383.8555999999997,753.75,0,0.5372554658497348,0.8119994600327276,,41.8675,0,N/A,,0.9421185933053221,0.0,0.0
2.160649642001297,HOLD,10000.0,1.7219236638305493,2021-12-13,bull,10000.0,CASH,0.0,392.26,Rule 2: High Volatility - Stay in Cash,356.22945,384.4971999999996,787.5,0,0.5437011417625068,0.9122851956794162,,40.0675,0,N/A,,0.8871812203772433,0.0,0.0
2.207534775888717,HOLD,10000.0,1.6190259263803948,2021-12-14,bull,10000.0,CASH,0.0,388.2,Rule 2: High Volatility - Stay in Cash,356.57845000000003,385.20879999999966,811.25,0,0.5338824029275383,0.9534272538674291,,38.875,0,N/A,,1.2828255304648029,0.0,0.0
2.2847950060265894,HOLD,10000.0,1.85717590853751,2021-12-15,bull,10000.0,CASH,0.0,397.05,Rule 2: High Volatility - Stay in Cash,357.0179,386.0021999999997,757.5,0,0.5507907416234574,0.9510792811905646,,41.4475,0,N/A,,1.2123930326185186,0.0,0.0
2.424034669187705,HOLD,10000.0,1.5354106403294556,2021-12-16,bull,10000.0,CASH,0.0,386.84,Rule 2: High Volatility - Stay in Cash,357.43159999999995,386.5455999999997,812.5,0,0.5527521209789379,0.9113583285515925,,38.285,0,N/A,,1.2983284286970058,0.0,0.0
2.397033443810613,HOLD,10000.0,1.4087715423530605,2021-12-17,bull,10000.0,CASH,0.0,384.91,Rule 2: High Volatility - Stay in Cash,357.81275,386.98439999999965,825.0,0,0.5413670272595629,0.8150981775438362,,37.7,0,N/A,,1.2481767703958766,0.0,0.0
2.3860790369366907,HOLD,10000.0,1.2437869652146205,2021-12-20,bull,10000.0,CASH,0.0,380.69,Rule 2: High Volatility - Stay in Cash,358.2165,387.37499999999966,850.0,0,0.5578005973397233,0.7484579861700005,,36.5725,0,N/A,,0.98373741723516,0.0,0.0
2.2510598391613774,HOLD,10000.0,1.457292502029678,2021-12-21,bull,10000.0,CASH,0.0,389.21,Rule 2: High Volatility - Stay in Cash,358.6037,387.99139999999966,792.5,0,0.5679675818883533,0.7223614829152409,,39.0175,0,N/A,,0.7434226935139777,0.0,0.0
2.1973219951770515,HOLD,10000.0,1.5647456602447942,2021-12-22,bull,10000.0,CASH,0.0,393.95,Rule 2: High Volatility - Stay in Cash,359.01905,388.72759999999965,765.0,0,0.5605181140777523,0.7060581520001652,,40.41,0,N/A,,0.5776712791670119,0.0,0.0
2.019548739580483,HOLD,10000.0,1.6631972371468304,2021-12-23,bull,10000.0,CASH,0.0,396.92,Rule 2: High Volatility - Stay in Cash,359.41345,389.4659999999996,747.5,0,0.554469722318918,0.7555124156114874,,41.37,0,N/A,,0.4678738973615326,0.0,0.0
1.9559103655341377,HOLD,10000.0,1.8824731433673532,2021-12-27,bull,10000.0,CASH,0.0,403.48,Rule 2: High Volatility - Stay in Cash,359.85355,390.2029999999996,711.25,0,0.570354186652094,0.8317131129833468,,43.3475,0,N/A,,0.5266502403592056,0.0,0.0
1.8157967751229864,HOLD,10000.0,1.858544505014265,2021-12-28,bull,10000.0,CASH,0.0,401.61,Rule 2: High Volatility - Stay in Cash,360.26744999999994,390.8563999999996,718.75,0,0.572544815774802,0.8987157147466807,,42.8375,0,N/A,,0.5406051550535538,0.0,0.0
1.8221160858814947,HOLD,10000.0,1.8388641150966396,2021-12-29,bull,10000.0,CASH,0.0,401.55,Rule 2: High Volatility - Stay in Cash,360.67229999999995,391.4343999999996,720.0,0,0.5768484820429758,0.8873908029920069,,42.77,0,N/A,,0.5484540960890608,0.0,0.0
1.7767257221359882,HOLD,10000.0,1.753567411750937,2021-12-30,bull,10000.0,CASH,0.0,400.35,Rule 2: High Volatility - Stay in Cash,361.06455,391.93199999999956,726.25,0,0.5697469256854208,0.8243304565973475,,42.37,0,N/A,,0.42534412958786916,0.0,0.0
1.7663261458913098,HOLD,10000.0,1.629726583870367,2021-12-31,bull,10000.0,CASH,0.0,397.85,Rule 2: High Volatility - Stay in Cash,361.4936000000001,392.3893999999995,742.5,0,0.5787624252793154,0.7506175121833238,,41.5825,0,N/A,,0.6485050296121112,0.0,0.0
1.7248556064528993,HOLD,10000.0,1.6829814822512632,2022-01-03,bull,10000.0,CASH,0.0,401.68,Rule 2: High Volatility - Stay in Cash,361.9363000000001,392.8775999999995,717.5,0,0.5787771164130768,0.6854380924800538,,42.7825,0,N/A,,0.8058669139515718,0.0,0.0
1.7540437215570273,HOLD,10000.0,1.492705508899503,2022-01-04,bull,10000.0,CASH,0.0,396.47,Rule 2: High Volatility - Stay in Cash,362.32560000000007,393.3249999999996,746.25,0,0.5712839169900379,0.6315874576954562,,41.12,0,N/A,,1.1635116200357392,0.0,0.0
1.7891956595279626,HOLD,10000.0,1.071103778522081,2022-01-05,bull,10000.0,CASH,0.0,384.29,Rule 2: High Volatility - Stay in Cash,362.66095,393.45219999999955,816.25,0,0.5513730885349565,0.515488674475204,,37.3375,0,N/A,,1.4892061977487085,0.0,0.0
1.6780152819421623,HOLD,10000.0,0.988772600139816,2022-01-06,choppy,10000.0,CASH,0.0,384.02,Rule 2: High Volatility - Stay in Cash,363.02170000000007,393.5501999999996,817.5,0,0.5420498910790521,0.4128777440984815,,37.235,0,N/A,,1.350394610680966,0.0,0.0
1.702033079856489,HOLD,10000.0,0.7862906761818076,2022-01-07,choppy,10000.0,CASH,0.0,379.86,Rule 2: High Volatility - Stay in Cash,363.36435000000006,393.54739999999964,842.5,0,0.5175057041120469,0.29511500565513,,36.0175,0,N/A,,1.3561199569497342,0.0,0.0
1.7740127857725398,HOLD,10000.0,0.6863049475848315,2022-01-10,choppy,10000.0,CASH,0.0,380.11,Rule 2: High Volatility - Stay in Cash,363.6849,393.4651999999996,838.75,0,0.48312368778703685,0.1495631209313197,,36.15,0,N/A,,1.6524837057612225,0.0,0.0
1.7374404792760507,HOLD,10000.0,0.7604397517418992,2022-01-11,choppy,10000.0,CASH,0.0,385.82,Rule 2: High Volatility - Stay in Cash,364.03445000000005,393.45939999999956,803.75,0,0.4716338011998003,0.03417021547065941,,37.74,0,N/A,,1.2100294404701915,0.0,0.0
1.7169318999059546,HOLD,10000.0,0.7744924802540133,2022-01-12,choppy,10000.0,CASH,0.0,387.35,Rule 2: High Volatility - Stay in Cash,364.3996000000001,393.45779999999957,792.5,0,0.4794147260685397,0.0014232986878750143,,38.17,0,N/A,,0.9849514476243626,0.0,0.0
1.917872084490207,HOLD,10000.0,0.44481720847163575,2022-01-13,transition,10000.0,CASH,0.0,377.66,Rule 2: High Volatility - Stay in Cash,364.69225000000006,393.22999999999956,851.5,0,0.4601791022409931,-0.0813619202836276,,35.4,0,N/A,,1.4023400394951113,0.0,0.0
1.8858996191829545,HOLD,10000.0,0.45607581660516033,2022-01-14,transition,10000.0,CASH,0.0,380.01,Rule 2: High Volatility - Stay in Cash,364.96945,392.9665999999995,837.5,0,0.4417329327987008,-0.14758069803030713,,35.935,0,N/A,,1.4437944464200512,0.0,0.0
2.056828652389306,HOLD,10000.0,0.1092454082210643,2022-01-18,transition,10000.0,CASH,0.0,370.55,Rule 2: High Volatility - Stay in Cash,365.16695,392.4131999999995,897.5,0,0.4075093576884711,-0.2673679908668108,,33.345,0,N/A,,1.373362106821016,0.0,0.0
2.1681576854710456,HOLD,10000.0,-0.11841811423741491,2022-01-19,transition,10000.0,CASH,0.0,366.48,Rule 2: High Volatility - Stay in Cash,365.34524999999996,391.7707999999995,928.75,0,0.36007581150627777,-0.4291675329144676,,32.185,0,N/A,,1.4599180322353136,0.0,0.0
2.3720438855626296,HOLD,10000.0,-0.3811522316640423,2022-01-20,transition,10000.0,CASH,0.0,361.72,Rule 2: High Volatility - Stay in Cash,365.49575,391.0439999999995,965.25,0,0.3008098801425438,-0.6134838348610804,,30.94,0,N/A,,1.527499951000053,0.0,0.0
2.5831048447699483,HOLD,10000.0,-0.7736727140110394,2022-01-21,transition,10000.0,CASH,0.0,351.69,Rule 2: High Volatility - Stay in Cash,365.5788,390.1713999999995,1044.75,0,0.24309537699250333,-0.7778145105917842,,28.335,0,N/A,,2.2642401649757717,0.0,0.0
2.869946625692452,HOLD,10000.0,-0.8186292290697867,2022-01-24,transition,10000.0,CASH,0.0,353.3,Rule 2: High Volatility - Stay in Cash,365.65975,389.4471999999995,1031.75,0,0.18913911835633895,-0.8955977429125078,,28.745,0,N/A,,2.7770462444912805,0.0,0.0
2.9924475426054653,HOLD,10000.0,-1.111707081295743,2022-01-25,transition,10000.0,CASH,0.0,345.11,Rule 2: High Volatility - Stay in Cash,365.70195,388.5375999999995,1102.0,0,0.14650832995703061,-0.9876324241896105,,26.625,0,N/A,,1.6282701810634206,0.0,0.0
3.07300817996758,HOLD,10000.0,-1.1961536147229062,2022-01-26,transition,10000.0,CASH,0.0,344.57,Rule 2: High Volatility - Stay in Cash,365.72180000000003,387.5349999999995,1103.75,0,0.1030668935753416,-1.0811933916463374,,26.575,0,N/A,,1.7857559959100493,0.0,0.0
3.188032416132681,HOLD,10000.0,-1.35599722945036,2022-01-27,transition,10000.0,CASH,0.0,341.1,Rule 2: High Volatility - Stay in Cash,365.74475000000007,386.46479999999946,1140.0,0,0.06812664716349794,-1.171019118053231,,25.78,0,N/A,,1.1177386827557028,0.0,0.0
3.2199971574758393,HOLD,10000.0,-1.0751137896659346,2022-01-28,transition,10000.0,CASH,0.0,351.8,Rule 2: High Volatility - Stay in Cash,365.79570000000007,385.55239999999947,1033.0,0,0.059330573873557904,-1.1838386924310789,,28.185,0,N/A,,1.209422382710432,0.0,0.0
3.135957266807013,HOLD,10000.0,-0.7647313153085705,2022-01-31,transition,10000.0,CASH,0.0,363.05,Rule 2: High Volatility - Stay in Cash,365.9009000000001,384.8607999999994,934.5,0,0.06594928755492459,-1.1776692706996195,,30.915,0,N/A,,1.0206680033784938,0.0,0.0
3.081121220648472,HOLD,10000.0,-0.666484654685427,2022-02-01,transition,10000.0,CASH,0.0,365.52,Rule 2: High Volatility - Stay in Cash,366.0341000000001,384.13619999999946,914.5,0,0.09082532920594755,-1.1328118565616376,,31.505,0,N/A,,0.7909219277873375,0.0,0.0
3.0684027091256616,HOLD,10000.0,-0.5346831900253571,2022-02-02,transition,10000.0,CASH,0.0,368.49,Rule 2: High Volatility - Stay in Cash,366.1945000000001,383.4261999999994,892.75,0,0.12925125054073572,-1.0602397202833531,,32.25,0,N/A,,0.8279546557818032,0.0,0.0
3.2639271066933375,HOLD,10000.0,-0.9182453851757413,2022-02-03,transition,10000.0,CASH,0.0,353.55,Rule 2: High Volatility - Stay in Cash,366.2658000000002,382.51119999999946,999.0,0,0.14246274211731436,-1.0230168439661258,,28.37,0,N/A,,0.9922587300201927,0.0,0.0
3.30187504738495,HOLD,10000.0,-0.77666074996175,2022-02-04,transition,10000.0,CASH,0.0,358.01,Rule 2: High Volatility - Stay in Cash,366.37985000000015,381.7217999999994,963.75,0,0.1596929652262394,-0.9935355090514458,,29.35,0,N/A,,0.8907597735076903,0.0,0.0
3.267716852178882,HOLD,10000.0,-0.8888333908915935,2022-02-07,transition,10000.0,CASH,0.0,355.13,Rule 2: High Volatility - Stay in Cash,366.4584000000002,380.8491999999995,984.0,0,0.15236365912194205,-1.0423508967397916,,28.685,0,N/A,,0.6050866259577987,0.0,0.0
3.210725424052447,HOLD,10000.0,-0.7742732261681453,2022-02-08,transition,10000.0,CASH,0.0,359.12,Rule 2: High Volatility - Stay in Cash,366.54585000000014,380.20759999999945,952.0,0,0.13980937841585334,-1.0227101741517781,,29.66,0,N/A,,0.6825015762461583,0.0,0.0
3.0465192375862364,HOLD,10000.0,-0.5657437710735564,2022-02-09,transition,10000.0,CASH,0.0,366.73,Rule 2: High Volatility - Stay in Cash,366.67875000000015,379.54839999999945,891.5,0,0.13223846890109797,-1.0113549882611008,,31.5,0,N/A,,0.591984661719263,0.0,0.0
3.105308468280319,HOLD,10000.0,-0.7615300665072722,2022-02-10,transition,10000.0,CASH,0.0,358.43,Rule 2: High Volatility - Stay in Cash,366.7759000000001,378.8405999999995,950.75,0,0.1392704423945421,-0.959605888664171,,29.41,0,N/A,,1.1583097951214414,0.0,0.0
3.092610581949601,HOLD,10000.0,-1.0820076020837797,2022-02-11,transition,10000.0,CASH,0.0,347.06,Rule 2: High Volatility - Stay in Cash,366.8101000000001,378.0393999999995,1040.5,0,0.11743276820489551,-0.9646816084383764,,26.64,0,N/A,,1.0335103934702647,0.0,0.0
2.995666884555774,HOLD,10000.0,-1.071574580284578,2022-02-14,transition,10000.0,CASH,0.0,347.49,Rule 2: High Volatility - Stay in Cash,366.8576000000001,377.1909999999996,1038.0,0,0.10893460212670623,-0.9605376616256287,,26.715,0,N/A,,0.8165689762499375,0.0,0.0
2.778178915404086,HOLD,10000.0,-0.822642735772691,2022-02-15,transition,10000.0,CASH,0.0,356.13,Rule 2: High Volatility - Stay in Cash,366.9573000000001,376.65099999999956,961.25,0,0.1122506229438814,-0.9354363247867468,,28.65,0,N/A,,0.5695044052665278,0.0,0.0
2.6817733159998083,HOLD,10000.0,-0.8209307108326279,2022-02-16,transition,10000.0,CASH,0.0,356.04,Rule 2: High Volatility - Stay in Cash,367.0868000000001,376.04779999999954,962.0,0,0.1112826963656732,-0.9223066149139113,,28.645,0,N/A,,0.613270674610393,0.0,0.0
2.7009201248888637,HOLD,10000.0,-1.1676131449006861,2022-02-17,transition,10000.0,CASH,0.0,345.45,Rule 2: High Volatility - Stay in Cash,367.16890000000006,375.00019999999955,1047.25,0,0.10714989725332885,-1.0137245057683724,,26.105,0,N/A,,0.6520592134065004,0.0,0.0
2.6387974416143454,HOLD,10000.0,-1.333450855673298,2022-02-18,transition,10000.0,CASH,0.0,341.51,Rule 2: High Volatility - Stay in Cash,367.2189000000001,373.83819999999946,1082.25,0,0.11144731292840221,-1.111312736185708,,25.22,0,N/A,,0.8732896038543306,0.0,0.0
2.7213465959029164,HOLD,10000.0,-1.473234066011299,2022-02-22,transition,10000.0,CASH,0.0,338.08,Rule 2: High Volatility - Stay in Cash,367.2383000000001,372.7251999999995,1115.0,0,0.10377323517353604,-1.1839625017564213,,24.44,0,N/A,,1.0003698188379924,0.0,0.0
2.9504800645290006,HOLD,10000.0,-1.8496814946753979,2022-02-23,transition,10000.0,CASH,0.0,329.42,Rule 2: High Volatility - Stay in Cash,367.2566000000001,371.3533999999995,1200.25,0,0.08156262322619456,-1.4065009783592906,,22.57,0,N/A,,1.026053812188603,0.0,0.0
2.996156799234718,HOLD,10000.0,-1.624875068027856,2022-02-24,transition,10000.0,CASH,0.0,340.49,Rule 2: High Volatility - Stay in Cash,367.33250000000015,370.3179999999996,1083.0,0,0.06693239854989506,-1.5236892756718592,,24.78,0,N/A,,1.5693359294508502,0.0,0.0
2.93305211143659,HOLD,10000.0,-1.450463073311644,2022-02-25,transition,10000.0,CASH,0.0,345.77,Rule 2: High Volatility - Stay in Cash,367.47690000000017,369.4693999999996,1029.25,0,0.08388510029038579,-1.4748792133977393,,25.955,0,N/A,,0.9567260459983606,0.0,0.0
2.924546877574562,HOLD,10000.0,-1.3963828332507844,2022-02-28,transition,10000.0,CASH,0.0,346.8,Rule 2: High Volatility - Stay in Cash,367.6142000000002,368.4643999999996,1018.25,0,0.10764696479405984,-1.4374667971330521,,26.23,0,N/A,,0.958453953507845,0.0,0.0
3.006375421995209,HOLD,10000.0,-1.5075683391605172,2022-03-01,transition,10000.0,CASH,0.0,341.49,Rule 2: High Volatility - Stay in Cash,367.68970000000024,367.55739999999963,1066.25,0,0.12291746258496149,-1.3864906370698553,,25.02,0,N/A,,0.8475708777327173,0.0,0.0
2.9703399244612334,HOLD,10000.0,-1.2500610420865483,2022-03-02,transition,10000.0,CASH,0.0,347.22,Rule 2: High Volatility - Stay in Cash,367.8037500000002,366.8035999999996,1014.5,0,0.14898302712602068,-1.2251941142857175,,26.215,0,N/A,,0.8899724663073755,0.0,0.0
3.0029509729445474,HOLD,10000.0,-1.3443022682230261,2022-03-03,transition,10000.0,CASH,0.0,342.26,Rule 2: High Volatility - Stay in Cash,367.9039500000002,366.0349999999996,1056.75,0,0.15556750355604987,-1.156573539498475,,25.12,0,N/A,,0.9003894664319572,0.0,0.0
