"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"04/03/2024","29.7","30.7299","29.69","30.34","0.6636","0.4566","111,683,780"
"04/02/2024","29.935","30.21","29.5005","30.14","-2.68","-2.8869","109,672,720"
"04/01/2024","30.96","31.495","30.56","30.97","0.6173","0.4104","112,290,500"
"03/28/2024","30.945","31.115","30.7","30.78","-0.6295","-0.8365","87,023,300"
"03/27/2024","31.285","31.315","30.355","30.975","0.8793","0.6724","111,388,640"
"03/26/2024","31.305","31.505","30.64","30.705","-0.9356","-1.1426","93,985,980"
"03/25/2024","30.74","31.315","30.53","30.995","-1.0219","-1.2288","86,669,320"
"03/22/2024","31.135","31.585","30.9524","31.315","0.208","0.0011","91,574,800"
"03/21/2024","31.875","31.975","31.21","31.25","1.2966","1.0897","126,541,880"
"03/20/2024","30.035","30.915","29.68","30.85","3.1773","2.9703","156,555,920"
"03/19/2024","29.27","29.99","28.8401","29.9","0.6904","0.4834","118,810,000"
"03/18/2024","29.94","30.4","29.645","29.695","2.822","2.6151","129,193,740"
"03/15/2024","29.345","29.4609","28.6425","28.88","-3.653","-3.86","140,883,820"
"03/14/2024","30.435","30.55","29.395","29.975","-0.8107","-1.0176","162,480,360"
"03/13/2024","30.72","30.7275","29.9843","30.22","-2.3271","-2.534","143,779,740"
"03/12/2024","30.145","31.02","29.48","30.94","4.2453","4.0384","170,559,940"
"03/11/2024","29.705","29.94","29.28","29.68","-1.1655","-1.3724","146,769,960"
"03/08/2024","31.46","32.065","29.885","30.03","-4.3783","-4.5852","296,451,200"
"03/07/2024","30.775","31.6575","30.457","31.405","4.457","4.2501","142,370,900"
"03/06/2024","30.37","30.713","29.675","30.065","1.8462","1.6393","181,677,320"
"03/05/2024","30.55","30.55","29.01","29.52","-5.3543","-5.5612","193,206,900"
"03/04/2024","31.545","31.64","31.1525","31.19","-1.188","-1.3949","120,418,560"
"03/01/2024","30.375","31.755","30.365","31.565","4.5891","4.3822","140,959,680"
"02/29/2024","30.04","30.425","29.39","30.18","2.4092","2.2023","136,959,760"
"02/28/2024","29.515","29.7625","29.2751","29.47","-1.6191","-1.826","123,503,400"
"02/27/2024","29.98","30.045","29.435","29.955","0.6214","0.4145","109,399,740"
"02/26/2024","29.97","30.185","29.715","29.77","-0.1342","-0.3411","109,875,360"
"02/23/2024","30.415","30.61","29.61","29.81","-0.9141","-1.121","140,390,800"
"02/22/2024","29.39","30.2975","29.245","30.085","8.6493","8.4424","179,279,240"
"02/21/2024","27.485","27.71","26.91","27.69","-1.2482","-1.4551","154,586,300"
"02/20/2024","28.29","28.59","27.275","28.04","-2.3167","-2.5236","163,321,100"
"02/16/2024","29.58","29.605","28.555","28.705","-2.7444","-2.9513","151,932,940"
"02/15/2024","29.405","29.6051","28.865","29.515","0.837","0.6301","130,057,180"
"02/14/2024","28.9","29.375","28.4301","29.27","3.1724","2.9654","156,151,440"
"02/13/2024","28.12","28.935","27.7175","28.37","-4.7347","-4.9416","188,932,920"
"02/12/2024","30.105","30.57","29.6375","29.78","-1.178","-1.385","116,254,980"
