"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"11/08/2021","398.57","399.62","397.4","398.06","-0.1355","-0.2085","29,256,270"
"11/05/2021","400.04","400.99","397.16","398.6","0.0954","0.0224","43,383,800"
"11/04/2021","394.48","399.2","393.92","398.22","1.2819","1.2088","40,265,310"
"11/03/2021","389.55","393.61","388.48","393.18","1.0616","0.9885","33,748,900"
"11/02/2021","386.8","389.54","386.75","389.05","0.4181","0.3451","25,135,290"
"11/01/2021","386.56","387.56","384.42","387.43","0.3419","0.2688","30,765,300"
"10/29/2021","381.06","386.28","380.7","386.11","0.4919","0.4188","37,310,120"
"10/28/2021","381.95","384.48","381.155","384.22","1.1105","1.0375","38,007,010"
"10/27/2021","379.58","383.15","379.31","380","0.2321","0.159","45,760,500"
"10/26/2021","380.23","382.71","377.905","379.12","0.3149","0.2418","47,191,280"
"10/25/2021","375.56","378.87","373.56","377.93","1.0238","0.9507","32,597,800"
"10/22/2021","375.98","376.97","372.385","374.1","-0.8402","-0.9133","36,275,820"
"10/21/2021","374.16","377.47","373.85","377.27","0.6107","0.5376","25,469,280"
"10/20/2021","375.94","376.565","373.46","374.98","-0.1305","-0.2036","31,390,340"
"10/19/2021","373.75","375.52","372.6974","375.47","0.7567","0.6837","29,090,960"
"10/18/2021","367.61","372.87","366.99","372.65","1.0056","0.9325","34,513,510"
"10/15/2021","367.88","369.06","366.82","368.94","0.6301","0.557","40,419,880"
"10/14/2021","363.69","366.85","363.01","366.63","1.8417","1.7686","43,433,870"
"10/13/2021","359.51","360.69","357.43","360","0.8008","0.7277","40,120,800"
"10/12/2021","359.88","360.33","356.48","357.14","-0.3488","-0.4219","43,905,100"
"10/11/2021","359.58","363.2","358.3","358.39","-0.767","-0.84","34,847,180"
"10/08/2021","364.08","364.3166","360.61","361.16","-0.4987","-0.5717","41,822,310"
"10/07/2021","362.8","365.69","362.25","362.97","0.9175","0.8444","39,411,170"
